epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202040,NM,35,-15.571428571428571,-6.142857142857143,12.571428571428571,-9.142857142857142,-27.285714285714285,7.142857142857143,120.0,,,,5.2,382.3333333333333,23.33333333333333,890.0,20.0,30296.0,1604.0,33926.0,1746.0,35692.0
202041,NM,35,-16.142857142857142,-5.857142857142857,17.142857142857142,-9.142857142857142,-28.0,7.285714285714286,142.0,,,,7.9,384.0,27.0,907.0,17.0,32722.0,2426.0,45437.0,3046.0,48534.0
202042,NM,35,-17.714285714285715,-6.285714285714286,13.857142857142858,-8.285714285714286,-28.857142857142858,8.285714285714286,181.0,,,,13.1,399.0,38.0,929.0,22.0,36343.0,3621.0,47990.0,4391.0,52426.0
202043,NM,35,-19.0,-7.571428571428571,7.428571428571429,-9.571428571428571,-27.857142857142858,8.857142857142858,306.0,3.0,,,16.8,417.0,56.0,965.0,36.0,41040.0,4697.0,50310.0,5681.0,56063.0
202044,NM,35,-23.428571428571427,-9.714285714285714,-21.714285714285715,-16.571428571428573,-31.857142857142858,11.857142857142858,416.0,5.0,,,21.6,434.6666666666667,69.66666666666667,1018.0,53.0,46490.0,5450.0,50959.0,7203.0,58256.0
202045,NM,35,-21.571428571428573,-10.142857142857142,-9.285714285714286,-17.571428571428573,-29.0,9.857142857142858,548.0,10.0,,,26.2,474.6666666666667,107.66666666666669,1104.0,86.0,53671.0,7181.0,58616.0,10884.0,69618.0
202046,NM,35,-23.0,-9.142857142857142,-18.285714285714285,-17.714285714285715,-31.0,11.571428571428571,726.0,5.0,,,26.2,515.3333333333334,144.33333333333334,1208.0,104.0,63171.0,9500.0,63038.0,13201.0,76383.0
202047,NM,35,-35.857142857142854,-9.857142857142858,-14.714285714285714,-15.857142857142858,-35.0,13.285714285714286,864.0,1.0,,,29.8,524.0,148.0,1350.0,142.0,79440.0,16269.0,65004.0,14925.0,80115.0
202048,NM,35,-44.0,-11.428571428571429,-25.0,-23.714285714285715,-47.857142857142854,16.428571428571427,818.0,0.0,,,33.9,530.6666666666666,149.66666666666666,1527.0,177.0,93982.0,14542.0,78101.0,14269.0,92584.0
202049,NM,35,-32.57142857142857,-8.285714285714286,-24.571428571428573,-17.571428571428573,-34.142857142857146,13.142857142857142,947.0,0.0,,,29.7,577.0,190.0,1738.0,211.0,106856.0,12874.0,68936.0,14487.0,83622.0
202050,NM,35,-31.0,-6.428571428571429,-21.142857142857142,-20.142857142857142,-31.571428571428573,12.714285714285714,881.0,2.0,,,27.4,593.6666666666666,206.66666666666663,1913.0,175.0,118358.0,11502.0,72592.0,13606.0,86354.0
202051,NM,35,-26.285714285714285,-3.4285714285714284,-24.571428571428573,-11.571428571428571,-30.857142857142858,11.857142857142858,879.0,8.0,0.0,0.0,22.3,581.0,188.0,2155.0,242.0,128930.0,10572.0,66621.0,12082.0,78879.0
202052,NM,35,-28.142857142857142,-4.428571428571429,-15.428571428571429,-19.857142857142858,-42.857142857142854,13.285714285714286,854.0,2.0,0.0,0.0,23.6,560.0,166.0,2316.0,161.0,137226.0,8296.0,54687.0,8684.0,63519.0
202053,NM,35,-26.714285714285715,-9.714285714285714,-12.714285714285714,-18.714285714285715,-42.0,14.571428571428571,885.0,1.0,0.0,0.0,25.2,543.6666666666666,146.66666666666666,2534.0,218.0,145379.0,8153.0,50091.0,13663.0,63908.0
202101,NM,35,-26.0,-11.428571428571429,-21.0,-18.142857142857142,-31.285714285714285,12.428571428571429,699.0,3.0,0.0,0.0,27.4,528.0,126.66666666666669,2732.0,198.0,154954.0,9575.0,68435.0,28651.0,97251.0
202102,NM,35,-28.857142857142858,-13.857142857142858,-24.428571428571427,-22.857142857142858,-31.714285714285715,12.142857142857142,734.0,16.0,0.0,0.0,21.8,480.6666666666667,87.33333333333333,2910.0,178.0,162893.0,7939.0,68980.0,21361.0,90499.0
202103,NM,35,-30.285714285714285,-15.571428571428571,-21.0,-23.571428571428573,-32.857142857142854,12.428571428571429,728.0,2.0,0.0,0.0,19.9,484.3333333333333,83.33333333333333,3115.0,205.0,168579.0,5686.0,67170.0,16011.0,83338.0
202104,NM,35,-30.142857142857142,-17.0,-29.428571428571427,-23.142857142857142,-31.142857142857142,12.0,599.0,2.0,0.0,0.0,15.1,448.3333333333333,48.66666666666666,3265.0,150.0,173539.0,4960.0,64664.0,11857.0,76647.0
202105,NM,35,-23.428571428571427,-10.142857142857142,-13.0,-18.857142857142858,-29.142857142857142,10.285714285714286,482.0,10.0,0.0,0.0,11.4,438.6666666666667,39.333333333333336,3386.0,121.0,177214.0,3675.0,59355.0,9429.0,68924.0
202106,NM,35,-24.285714285714285,-7.0,-14.571428571428571,-17.714285714285715,-29.285714285714285,10.142857142857142,273.0,3.0,0.0,0.0,8.9,447.3333333333333,39.333333333333336,3516.0,130.0,180289.0,3075.0,55715.0,7744.0,63546.0
202107,NM,35,-30.142857142857142,-16.142857142857142,-36.142857142857146,-26.714285714285715,-35.714285714285715,13.714285714285714,229.0,1.0,388638.0,0.0,9.0,420.6666666666667,16.666666666666668,3610.0,94.0,182475.0,2186.0,46781.0,6082.0,52953.0
202108,NM,35,-19.857142857142858,-9.714285714285714,-12.0,-14.0,-28.0,9.428571428571429,183.0,2.0,438670.0,0.0,6.1,445.0,32.666666666666664,3700.0,90.0,184888.0,2413.0,57719.0,5925.0,63730.0
202109,NM,35,-15.571428571428571,-5.571428571428571,-6.714285714285714,-11.0,-27.857142857142858,8.285714285714286,175.0,0.0,502054.0,272898.0,4.6,436.0,26.0,3796.0,96.0,186742.0,1854.0,54517.0,4513.0,59084.0
202110,NM,35,-14.714285714285714,-5.714285714285714,-4.857142857142857,-7.142857142857143,-28.142857142857142,8.142857142857142,145.0,0.0,581690.0,326268.0,5.1,401.0,0.6666666666666666,3850.0,54.0,188167.0,1425.0,47952.0,4047.0,52069.0
202111,NM,35,-7.142857142857143,-2.2857142857142856,1.2857142857142858,2.2857142857142856,-29.0,7.0,138.0,1.0,658512.0,390600.0,5.6,440.6666666666667,33.666666666666664,3889.0,39.0,189560.0,1393.0,43005.0,3589.0,46637.0
202112,NM,35,-10.0,-5.571428571428571,-7.0,-1.2857142857142858,-30.0,7.571428571428571,108.0,0.0,739270.0,450916.0,4.6,434.6666666666667,27.666666666666668,3925.0,36.0,190887.0,1327.0,42691.0,3218.0,45956.0
202113,NM,35,-6.571428571428571,1.1428571428571428,11.428571428571429,-2.0,-28.0,6.142857142857143,107.0,0.0,828199.0,519339.0,3.9,437.3333333333333,33.333333333333336,3949.0,24.0,192152.0,1265.0,40871.0,3249.0,44157.0
202114,NM,35,-10.285714285714286,-3.2857142857142856,13.428571428571429,-4.857142857142857,-27.857142857142858,5.428571428571429,110.0,8.0,904820.0,587476.0,4.8,419.6666666666667,20.666666666666668,3976.0,27.0,193368.0,1216.0,39861.0,3196.0,43100.0
202115,NM,35,-9.142857142857142,-3.5714285714285716,6.571428571428571,-4.0,-26.142857142857142,6.0,121.0,0.0,975654.0,655962.0,6.0,433.6666666666667,39.66666666666666,4001.0,25.0,194868.0,1500.0,42620.0,3698.0,46349.0
202116,NM,35,-10.285714285714286,-3.7142857142857144,10.571428571428571,-5.142857142857143,-25.714285714285715,6.285714285714286,128.0,0.0,1030900.0,721522.0,5.6,409.6666666666667,20.666666666666668,4024.0,23.0,196221.0,1353.0,43287.0,3808.0,47127.0
202117,NM,35,-10.0,-3.2857142857142856,14.428571428571429,-3.142857142857143,-25.428571428571427,5.857142857142857,159.0,0.0,1066741.0,779361.0,8.5,391.0,8.666666666666666,4067.0,43.0,197733.0,1512.0,42042.0,3683.0,45767.0
202118,NM,35,-7.142857142857143,1.4285714285714286,20.142857142857142,-4.285714285714286,-25.0,5.142857142857143,191.0,0.0,1100463.0,847535.0,8.4,422.6666666666667,42.66666666666666,4098.0,31.0,199333.0,1600.0,38830.0,3553.0,42433.0
202119,NM,35,-7.857142857142857,1.5714285714285714,24.142857142857142,-4.142857142857143,-25.571428571428573,4.714285714285714,157.0,0.0,1127199.0,911391.0,7.7,435.6666666666667,59.66666666666666,4113.0,15.0,200650.0,1317.0,36186.0,2654.0,38872.0
202120,NM,35,-7.714285714285714,0.0,21.571428571428573,-4.428571428571429,-24.571428571428573,4.857142857142857,165.0,1.0,1164237.0,954654.0,10.5,403.3333333333333,29.33333333333333,4131.0,18.0,201868.0,1218.0,34990.0,2646.0,37657.0
202121,NM,35,-5.857142857142857,1.5714285714285714,39.714285714285715,1.0,-26.285714285714285,4.285714285714286,140.0,0.0,1201295.0,994725.0,6.0,399.6666666666667,34.666666666666664,4263.0,132.0,202821.0,953.0,30788.0,2025.0,32841.0
202122,NM,35,-5.428571428571429,1.1428571428571428,39.857142857142854,0.8571428571428571,-32.0,5.571428571428571,101.0,9.0,1220154.0,1013369.0,6.1,408.3333333333333,42.333333333333336,4280.0,17.0,203472.0,651.0,26717.0,1958.0,28702.0
202123,NM,35,-4.714285714285714,1.4285714285714286,37.285714285714285,2.4285714285714284,-26.285714285714285,4.714285714285714,94.0,6.0,1235549.0,1036832.0,5.4,357.6666666666667,0.0,4297.0,17.0,204044.0,572.0,25563.0,1325.0,26911.0
202124,NM,35,-4.285714285714286,2.0,35.285714285714285,5.142857142857143,-27.428571428571427,4.428571428571429,99.0,6.0,1264158.0,1084351.0,4.0,418.0,56.0,4316.0,19.0,204698.0,654.0,25502.0,1605.0,27132.0
202125,NM,35,-6.142857142857143,0.14285714285714285,36.857142857142854,4.714285714285714,-27.428571428571427,4.285714285714286,80.0,0.0,1288292.0,1116287.0,3.5,405.3333333333333,49.333333333333336,4335.0,19.0,205290.0,592.0,23397.0,1000.0,24411.0
202126,NM,35,-4.428571428571429,2.142857142857143,32.142857142857146,6.428571428571429,-28.285714285714285,4.285714285714286,84.0,0.0,1323553.0,1149880.0,2.6,406.3333333333333,52.333333333333336,4344.0,9.0,205715.0,425.0,20764.0,891.0,21686.0
202127,NM,35,-6.285714285714286,1.7142857142857142,46.57142857142857,3.7142857142857144,-31.857142857142858,5.0,106.0,0.0,1333543.0,1162938.0,4.3,384.3333333333333,30.33333333333333,4354.0,10.0,206252.0,537.0,17985.0,1135.0,19159.0
202128,NM,35,-3.2857142857142856,2.4285714285714284,39.142857142857146,4.285714285714286,-26.142857142857142,4.0,88.0,2.0,1343581.0,1175106.0,3.9,401.3333333333333,51.333333333333336,4379.0,25.0,207189.0,937.0,19504.0,1771.0,21282.0
202129,NM,35,-3.857142857142857,1.1428571428571428,37.285714285714285,4.571428571428571,-25.857142857142858,4.142857142857143,135.0,2.0,1355256.0,1185557.0,4.5,394.3333333333333,44.333333333333336,4397.0,18.0,208487.0,1298.0,24094.0,2552.0,26680.0
202130,NM,35,-3.857142857142857,1.1428571428571428,38.42857142857143,4.428571428571429,-25.857142857142858,4.0,167.0,2.0,1369002.0,1194187.0,5.5,385.0,34.0,4410.0,13.0,210416.0,1929.0,27418.0,3880.0,31324.0
202131,NM,35,-2.142857142857143,4.142857142857143,32.57142857142857,3.7142857142857144,-25.428571428571427,3.7142857142857144,232.0,5.0,1389769.0,1208255.0,7.7,399.3333333333333,46.333333333333336,4425.0,15.0,213793.0,3377.0,33667.0,6361.0,40087.0
202132,NM,35,-4.0,4.714285714285714,27.571428571428573,0.7142857142857143,-25.285714285714285,3.857142857142857,309.0,1.0,1409744.0,1219251.0,13.0,436.0,81.0,4446.0,21.0,218569.0,4776.0,42596.0,7660.0,50307.0
202133,NM,35,-5.142857142857143,3.2857142857142856,29.142857142857142,-2.7142857142857144,-23.714285714285715,3.5714285714285716,383.0,0.0,1429547.0,1231002.0,14.1,435.6666666666667,84.66666666666667,4472.0,26.0,223796.0,5227.0,53641.0,9951.0,63631.0
202134,NM,35,-7.142857142857143,0.8571428571428571,26.571428571428573,-4.571428571428571,-22.571428571428573,4.0,451.0,0.0,1453436.0,1249329.0,14.5,435.6666666666667,82.66666666666667,4505.0,33.0,229509.0,5713.0,59729.0,11259.0,71022.0
202135,NM,35,-5.571428571428571,2.0,29.0,-1.7142857142857142,-22.285714285714285,3.5714285714285716,459.0,3.0,1474434.0,1265467.0,13.4,437.0,84.0,4552.0,47.0,235390.0,5881.0,58369.0,10971.0,69384.0
202136,NM,35,-7.0,0.42857142857142855,38.857142857142854,-4.714285714285714,-27.285714285714285,4.428571428571429,386.0,0.0,1487207.0,1280011.0,11.2,500.3333333333333,146.33333333333334,4605.0,53.0,239886.0,4496.0,55375.0,8729.0,64162.0
202137,NM,35,-6.142857142857143,-0.14285714285714285,32.857142857142854,-2.4285714285714284,-20.857142857142858,3.2857142857142856,398.0,0.0,1501118.0,1296999.0,11.0,461.6666666666667,106.66666666666669,4675.0,70.0,244720.0,4834.0,60818.0,10157.0,71043.0
202138,NM,35,-7.857142857142857,-0.8571428571428571,31.285714285714285,-3.2857142857142856,-19.714285714285715,3.4285714285714284,312.0,3.0,1511636.0,1313066.0,10.5,441.0,86.0,4749.0,74.0,248788.0,4068.0,51125.0,8201.0,59376.0
202139,NM,35,-6.142857142857143,-1.2857142857142858,29.857142857142858,-2.2857142857142856,-19.142857142857142,3.7142857142857144,344.0,4.0,1523778.0,1326551.0,13.4,465.0,106.0,4812.0,63.0,253815.0,5027.0,51363.0,10592.0,62005.0
202140,NM,35,-3.142857142857143,0.14285714285714285,72.42857142857143,3.857142857142857,-20.428571428571427,3.0,358.0,2.0,1533448.0,1334938.0,10.5,445.3333333333333,85.33333333333333,4869.0,57.0,258943.0,5128.0,48776.0,11066.0,59888.0
202141,NM,35,-5.571428571428571,-1.0,23.0,3.2857142857142856,-21.142857142857142,4.0,345.0,2.0,1545246.0,1345811.0,14.3,441.0,79.0,4930.0,61.0,263755.0,4812.0,47220.0,10861.0,58125.0
202142,NM,35,-7.142857142857143,-2.4285714285714284,20.0,1.7142857142857142,-18.571428571428573,3.5714285714285716,392.0,4.0,1582222.0,1373334.0,15.7,466.3333333333333,103.33333333333331,4987.0,57.0,268891.0,5136.0,49969.0,12090.0,62122.0
202143,NM,35,-7.428571428571429,-1.7142857142857142,10.428571428571429,-0.14285714285714285,-18.285714285714285,3.7142857142857144,473.0,3.0,1509685.0,1300930.0,16.7,439.0,76.0,5049.0,62.0,275209.0,6318.0,49136.0,13824.0,63036.0
202144,NM,35,-7.857142857142857,-2.4285714285714284,13.142857142857142,-1.2857142857142858,-19.714285714285715,4.0,462.0,1.0,1522958.0,1308007.0,20.9,530.0,164.0,5113.0,64.0,282742.0,7533.0,56248.0,17320.0,73642.0
202145,NM,35,-8.857142857142858,-3.857142857142857,3.4285714285714284,-1.0,-21.285714285714285,5.142857142857143,493.0,6.0,1543990.0,1315870.0,22.2,463.0,96.0,5169.0,56.0,292078.0,9336.0,57903.0,19682.0,77700.0
202146,NM,35,-8.571428571428571,-1.2857142857142858,-2.7142857142857144,2.7142857142857144,-18.714285714285715,4.857142857142857,527.0,1.0,1573157.0,1322948.0,25.7,509.6666666666667,137.66666666666666,5263.0,94.0,301937.0,9859.0,62076.0,19546.0,81728.0
202147,NM,35,-15.428571428571429,-1.4285714285714286,-0.2857142857142857,-1.7142857142857142,-40.142857142857146,9.0,491.0,3.0,1594411.0,1328003.0,23.9,478.6666666666667,99.66666666666669,5310.0,47.0,308091.0,6154.0,53315.0,15628.0,69281.0
202148,NM,35,-8.857142857142858,-3.4285714285714284,-1.0,0.7142857142857143,-18.285714285714285,4.857142857142857,536.0,6.0,1617797.0,1339372.0,26.9,516.0,138.0,5407.0,97.0,320520.0,12429.0,63732.0,21356.0,85633.0
202149,NM,35,-9.857142857142858,-2.2857142857142856,-13.571428571428571,-4.0,-16.857142857142858,5.142857142857143,551.0,2.0,1640335.0,1356853.0,25.2,593.3333333333334,214.33333333333331,5472.0,65.0,329778.0,9258.0,59007.0,16236.0,75675.0
202150,NM,35,-5.285714285714286,0.8571428571428571,-14.428571428571429,3.2857142857142856,-17.142857142857142,4.571428571428571,441.0,4.0,1661657.0,1372909.0,20.7,536.0,155.0,5577.0,105.0,336790.0,7012.0,56569.0,13910.0,70844.0
202151,NM,35,-10.0,3.2857142857142856,-8.571428571428571,-1.0,-39.714285714285715,7.714285714285714,421.0,5.0,1682029.0,1383100.0,16.7,559.0,175.0,5745.0,168.0,342649.0,5859.0,50152.0,11791.0,62293.0
202152,NM,35,-13.142857142857142,-8.285714285714286,-12.857142857142858,-4.285714285714286,-41.42857142857143,11.428571428571429,426.0,3.0,1695938.0,1391188.0,18.5,582.6666666666666,190.66666666666663,5855.0,110.0,350043.0,7394.0,53279.0,15880.0,69600.0
202201,NM,35,-14.857142857142858,-7.0,-19.714285714285715,-3.2857142857142856,-23.285714285714285,8.285714285714286,504.0,3.0,1705114.0,1396966.0,23.1,584.0,187.0,5983.0,128.0,369113.0,19070.0,114458.0,66616.0,182100.0
202202,NM,35,-17.714285714285715,-8.428571428571429,-16.428571428571427,-11.0,-22.571428571428573,8.142857142857142,614.0,2.0,1722943.0,1407585.0,28.2,550.6666666666666,149.66666666666666,6145.0,162.0,398939.0,29826.0,160649.0,113103.0,276008.0
202203,NM,35,-18.857142857142858,-10.0,-15.142857142857142,-14.0,-25.142857142857142,8.428571428571429,737.0,0.0,1753326.0,1423553.0,29.5,520.6666666666666,117.66666666666669,6259.0,114.0,437934.0,38995.0,146487.0,117494.0,266040.0
202204,NM,35,-18.0,-9.857142857142858,-14.0,-14.142857142857142,-20.285714285714285,7.0,688.0,0.0,1767541.0,1430308.0,27.8,524.3333333333334,119.33333333333331,6417.0,158.0,470513.0,32579.0,129964.0,95178.0,227869.0
202205,NM,35,-18.142857142857142,-9.857142857142858,-24.285714285714285,-16.857142857142858,-23.714285714285715,8.857142857142858,681.0,12.0,1778068.0,1437582.0,21.7,492.6666666666667,84.0,6535.0,118.0,489701.0,19188.0,86433.0,41439.0,129513.0
202206,NM,35,-11.142857142857142,-4.571428571428571,-8.428571428571429,-12.0,-16.571428571428573,4.428571428571429,473.0,7.0,1786267.0,1444944.0,18.0,506.6666666666667,90.66666666666669,6658.0,123.0,500516.0,10815.0,48690.0,17466.0,66942.0
202207,NM,35,-11.571428571428571,-3.0,-3.857142857142857,-9.285714285714286,-17.142857142857142,4.428571428571429,317.0,8.0,1794196.0,1453245.0,12.1,457.0,48.66666666666666,6775.0,117.0,507323.0,6807.0,43400.0,10421.0,54296.0
202208,NM,35,-10.571428571428571,-8.285714285714286,-3.857142857142857,-7.285714285714286,-19.285714285714285,4.857142857142857,248.0,3.0,1801082.0,1458914.0,9.6,480.0,68.0,6903.0,128.0,510783.0,3460.0,40805.0,6002.0,47157.0
202209,NM,35,-7.142857142857143,-6.142857142857143,4.142857142857143,-4.857142857142857,-14.714285714285714,3.2857142857142856,175.0,6.0,1805814.0,1463033.0,7.7,467.0,60.0,6972.0,69.0,513311.0,2528.0,40612.0,4990.0,45952.0
202210,NM,35,-11.142857142857142,-9.0,-5.0,-4.142857142857143,-16.0,4.428571428571429,139.0,8.0,1809610.0,1466852.0,5.5,410.6666666666667,10.666666666666666,7050.0,78.0,515164.0,1853.0,34992.0,3308.0,38546.0
202211,NM,35,-7.142857142857143,-6.0,23.285714285714285,2.2857142857142856,-18.571428571428573,4.0,106.0,17.0,1813531.0,1470224.0,4.3,433.3333333333333,31.33333333333333,7145.0,95.0,516171.0,1007.0,33446.0,2460.0,36113.0
202212,NM,35,-10.428571428571429,-10.142857142857142,11.571428571428571,-3.0,-21.714285714285715,4.285714285714286,87.0,43.0,1816669.0,1472726.0,3.3,393.3333333333333,1.3333333333333333,7206.0,61.0,517206.0,1035.0,32579.0,2133.0,34871.0
202213,NM,35,-9.0,-8.0,17.857142857142858,-4.428571428571429,-14.714285714285714,2.857142857142857,71.0,40.0,1819785.0,1475382.0,2.3,383.3333333333333,0.0,7279.0,73.0,517951.0,745.0,30930.0,1767.0,32855.0
202214,NM,35,-7.142857142857143,-6.0,25.571428571428573,-4.857142857142857,-14.142857142857142,2.4285714285714284,45.0,42.0,1823663.0,1478741.0,2.1,380.6666666666667,0.0,7360.0,81.0,518941.0,990.0,30844.0,1817.0,32774.0
202215,NM,35,-7.428571428571429,-2.0,22.142857142857142,-5.0,-18.0,3.2857142857142856,60.0,28.0,1828403.0,1482407.0,2.6,406.6666666666667,14.666666666666666,7410.0,50.0,519833.0,892.0,29822.0,2083.0,32035.0
202216,NM,35,-12.285714285714286,-8.857142857142858,26.714285714285715,-5.142857142857143,-17.857142857142858,3.0,59.0,48.0,1832678.0,1486207.0,2.7,372.0,0.0,7442.0,32.0,521018.0,1185.0,28726.0,2305.0,31137.0
202217,NM,35,-6.285714285714286,-5.0,30.285714285714285,-3.5714285714285716,-14.285714285714286,2.2857142857142856,53.0,55.0,1837279.0,1489688.0,2.4,400.3333333333333,13.333333333333334,7499.0,57.0,522329.0,1311.0,31511.0,2682.0,34339.0
202218,NM,35,-4.428571428571429,-0.7142857142857143,26.428571428571427,-4.0,-15.285714285714286,2.0,47.0,69.0,1841110.0,1492602.0,3.0,449.6666666666667,63.66666666666666,7556.0,57.0,523940.0,1611.0,31941.0,3033.0,35095.0
202219,NM,35,-6.142857142857143,-1.8571428571428572,26.285714285714285,-4.142857142857143,-16.285714285714285,2.0,77.0,34.0,1844762.0,1495252.0,4.3,437.6666666666667,55.66666666666666,7607.0,51.0,526137.0,2197.0,30213.0,3819.0,34185.0
202220,NM,35,-6.0,-2.857142857142857,28.571428571428573,-3.0,-17.142857142857142,2.142857142857143,108.0,69.0,1848289.0,1497785.0,6.2,386.6666666666667,6.666666666666667,7675.0,68.0,529336.0,3199.0,32912.0,5696.0,38780.0
202221,NM,35,-6.142857142857143,-3.7142857142857144,30.857142857142858,0.8571428571428571,-20.0,2.7142857142857144,127.0,50.0,1851948.0,1500445.0,7.0,411.0,35.0,7778.0,103.0,533867.0,4531.0,33792.0,5003.0,38963.0
202222,NM,35,-7.857142857142857,-4.714285714285714,37.142857142857146,-1.5714285714285714,-29.428571428571427,4.428571428571429,146.0,54.0,1854828.0,1502657.0,7.5,342.3333333333333,0.0,7825.0,47.0,538629.0,4762.0,30091.0,5042.0,35361.0
202223,NM,35,-7.857142857142857,-4.571428571428571,31.285714285714285,1.0,-23.714285714285715,3.7142857142857144,147.0,27.0,1858267.0,1505084.0,9.4,451.3333333333333,77.33333333333333,7873.0,48.0,544867.0,6238.0,34846.0,6077.0,41170.0
202224,NM,35,-8.428571428571429,-3.5714285714285716,28.571428571428573,0.7142857142857143,-24.285714285714285,3.857142857142857,188.0,16.0,1860095.0,1506364.0,10.2,380.0,11.0,7883.0,30.0,551614.0,6747.0,33435.0,6296.0,39897.0
202225,NM,35,-10.285714285714286,-6.142857142857143,30.714285714285715,-1.7142857142857142,-25.857142857142858,4.714285714285714,226.0,8.0,1863068.0,1508324.0,13.4,380.3333333333333,12.333333333333334,7905.0,22.0,558259.0,6645.0,30360.0,6570.0,37249.0
202226,NM,35,-8.571428571428571,-3.857142857142857,33.714285714285715,1.0,-24.714285714285715,4.142857142857143,234.0,14.0,1867238.0,1509192.0,10.9,370.0,6.666666666666667,7946.0,41.0,564678.0,6419.0,31012.0,7534.0,38868.0
202227,NM,35,-8.857142857142858,-3.2857142857142856,48.42857142857143,-4.428571428571429,-30.857142857142858,4.428571428571429,198.0,0.0,1870843.0,1510921.0,11.1,404.3333333333333,38.333333333333336,7963.0,17.0,570866.0,6188.0,24508.0,10036.0,34771.0
202228,NM,35,-8.285714285714286,-4.428571428571429,32.42857142857143,-2.142857142857143,-23.714285714285715,4.0,229.0,6.0,1874093.0,1512682.0,10.3,367.6666666666667,6.333333333333333,8056.0,93.0,577583.0,6717.0,26251.0,10878.0,37309.0
202229,NM,35,-9.428571428571429,-5.571428571428571,26.857142857142858,-2.4285714285714284,-23.428571428571427,5.142857142857143,221.0,5.0,1877996.0,1515040.0,10.0,405.6666666666667,42.66666666666666,8191.0,135.0,584404.0,6821.0,24448.0,10307.0,34985.0
202230,NM,35,-8.285714285714286,-5.428571428571429,25.285714285714285,-2.5714285714285716,-23.142857142857142,4.571428571428571,220.0,3.0,1881941.0,1517283.0,9.6,374.0,9.333333333333334,8246.0,55.0,591041.0,6637.0,24826.0,9749.0,34716.0
202231,NM,35,-3.7142857142857144,-2.857142857142857,26.428571428571427,-2.7142857142857144,-21.857142857142858,3.2857142857142856,193.0,6.0,1884615.0,1518464.0,8.3,351.3333333333333,0.3333333333333333,8282.0,36.0,596599.0,5558.0,23632.0,8366.0,32160.0
202232,NM,35,-5.857142857142857,-3.2857142857142856,26.142857142857142,-6.142857142857143,-21.285714285714285,3.0,213.0,7.0,1888322.0,1520957.0,9.7,399.6666666666667,35.666666666666664,8312.0,30.0,601422.0,4823.0,24996.0,7260.0,32377.0
202233,NM,35,-6.857142857142857,-4.428571428571429,19.714285714285715,-8.0,-20.285714285714285,5.428571428571429,164.0,7.0,1891469.0,1522695.0,7.2,357.0,5.666666666666667,8347.0,35.0,605490.0,4068.0,23257.0,6365.0,29718.0
202234,NM,35,-8.285714285714286,-6.285714285714286,26.0,-8.285714285714286,-18.857142857142858,5.142857142857143,144.0,6.0,1894203.0,1524249.0,5.6,372.6666666666667,17.666666666666668,8399.0,52.0,609204.0,3714.0,24982.0,5839.0,30976.0
202235,NM,35,-6.571428571428571,-3.5714285714285716,28.571428571428573,-5.428571428571429,-18.714285714285715,2.7142857142857144,148.0,21.0,1896696.0,1525805.0,5.8,336.6666666666667,0.3333333333333333,8469.0,70.0,612146.0,2942.0,22241.0,4192.0,26528.0
202236,NM,35,-8.0,-4.428571428571429,37.857142857142854,-8.142857142857142,-24.142857142857142,3.2857142857142856,135.0,7.0,1898100.0,1527044.0,5.3,358.3333333333333,19.33333333333333,8483.0,14.0,613896.0,1750.0,18541.0,2912.0,21569.0
202237,NM,35,-8.428571428571429,-5.285714285714286,34.285714285714285,-4.285714285714286,-16.571428571428573,1.8571428571428572,86.0,4.0,1900408.0,1528680.0,2.6,310.3333333333333,1.0,8515.0,32.0,615598.0,1702.0,19998.0,2450.0,22571.0
202238,NM,35,-9.857142857142858,-5.714285714285714,26.142857142857142,-3.7142857142857144,-17.285714285714285,2.142857142857143,125.0,9.0,1904158.0,1531307.0,1.9,,,8552.0,37.0,617178.0,1580.0,17542.0,1867.0,19450.0
202239,NM,35,-9.2,-4.0,21.8,-2.8,-17.6,2.8,100.0,16.0,1904158.0,1531307.0,,,,8567.0,15.0,618683.0,1505.0,11991.0,1047.0,13062.0
202001,NY,36,,,,,,,,,,,,2164.0,61.0,,,,,,,
202002,NY,36,,,,,,,,,,,,2092.0,0.0,,,,,,,
202003,NY,36,,,,,,,,,,,,2169.0,41.0,,,,,,,
202004,NY,36,,,,,,,,,,,,2023.0,0.0,0.0,0.0,0.0,0.0,,,
202005,NY,36,,,,,,,,,,,,2031.0,0.0,0.0,0.0,0.0,0.0,,,
202006,NY,36,,,,,,,,,,,,2057.6666666666665,0.0,0.0,0.0,0.0,0.0,,,
202007,NY,36,3.0,-4.0,-2.0,-4.0,1.0,0.0,,,,,,1990.0,0.0,0.0,0.0,0.0,0.0,,,
202008,NY,36,3.4285714285714284,-2.857142857142857,9.142857142857142,-5.142857142857143,-10.0,2.4285714285714284,,,,,,2032.3333333333333,0.0,0.0,0.0,0.0,0.0,,,
